Date,2yr,5yr,10yr,20yr,In SNB 3dWindow,In SNB 5dWindow,In SNB 7dWindow,In Fed 3dWindow,In Fed 5dWindow,In Fed 7dWindow,10yr Change,SNB 10yr - 3dWindow Change,SNB 10yr - 5dWindow Change,SNB 10yr - 7dWindow Change,SNB 10yr - Outside 3dWindow Change,SNB 10yr - Outside 5dWindow Change,SNB 10yr - Outside 7dWindow Change,Fed 10yr - 3dWindow Change,Fed 10yr - 5dWindow Change,Fed 10yr - 7dWindow Change,Fed 10yr - Outside 3dWindow Change,Fed 10yr - Outside 5dWindow Change,Fed 10yr - Outside 7dWindow Change
2001-03-12,3.12,3.113,3.388,3.963,False,False,False,False,False,False,-0.0009999999999998899,0.0,0.0,0.0,-0.0009999999999998899,-0.0009999999999998899,-0.0009999999999998899,0.0,0.0,0.0,-0.0009999999999998899,-0.0009999999999998899,-0.0009999999999998899
2001-03-13,3.1,3.099,3.38,3.952,False,False,False,False,False,False,-0.008000000000000007,0.0,0.0,0.0,-0.008000000000000007,-0.008000000000000007,-0.008000000000000007,0.0,0.0,0.0,-0.008000000000000007,-0.008000000000000007,-0.008000000000000007
2001-03-14,3.099,3.134,3.401,3.955,False,False,False,False,False,False,0.020999999999999908,0.0,0.0,0.0,0.020999999999999908,0.020999999999999908,0.020999999999999908,0.0,0.0,0.0,0.020999999999999908,0.020999999999999908,0.020999999999999908
2001-03-15,3.079,3.066,3.367,3.955,False,False,False,False,False,False,-0.03399999999999981,0.0,0.0,0.0,-0.03399999999999981,-0.03399999999999981,-0.03399999999999981,0.0,0.0,0.0,-0.03399999999999981,-0.03399999999999981,-0.03399999999999981
2001-03-16,3.046,3.085,3.379,3.953,False,False,False,False,False,False,0.01200000000000001,0.0,0.0,0.0,0.01200000000000001,0.01200000000000001,0.01200000000000001,0.0,0.0,0.0,0.01200000000000001,0.01200000000000001,0.01200000000000001
2001-03-19,3.044,3.068,3.36,3.941,False,False,True,True,True,True,-0.019000000000000128,0.0,0.0,-0.019000000000000128,-0.019000000000000128,-0.019000000000000128,0.0,-0.019000000000000128,-0.019000000000000128,-0.019000000000000128,0.0,0.0,0.0
2001-03-20,3.048,3.078,3.375,3.968,False,True,True,True,True,True,0.015000000000000124,0.0,0.015000000000000124,0.015000000000000124,0.015000000000000124,0.0,0.0,0.015000000000000124,0.015000000000000124,0.015000000000000124,0.0,0.0,0.0
2001-03-21,3.05,3.078,3.37,3.954,True,True,True,True,True,True,-0.004999999999999893,-0.004999999999999893,-0.004999999999999893,-0.004999999999999893,0.0,0.0,0.0,-0.004999999999999893,-0.004999999999999893,-0.004999999999999893,0.0,0.0,0.0
2001-03-22,3.055,3.037,3.325,3.948,True,True,True,False,True,True,-0.04499999999999993,-0.04499999999999993,-0.04499999999999993,-0.04499999999999993,0.0,0.0,0.0,0.0,-0.04499999999999993,-0.04499999999999993,-0.04499999999999993,0.0,0.0
2001-03-23,2.971,2.998,3.285,3.907,True,True,True,False,False,True,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.0
2001-03-26,2.938,2.97,3.288,3.921,False,False,False,False,False,False,0.0029999999999996696,0.0,0.0,0.0,0.0029999999999996696,0.0029999999999996696,0.0029999999999996696,0.0,0.0,0.0,0.0029999999999996696,0.0029999999999996696,0.0029999999999996696
2001-03-27,2.938,2.943,3.236,3.874,False,False,False,False,False,False,-0.0519999999999996,0.0,0.0,0.0,-0.0519999999999996,-0.0519999999999996,-0.0519999999999996,0.0,0.0,0.0,-0.0519999999999996,-0.0519999999999996,-0.0519999999999996
2001-03-28,2.965,2.978,3.272,3.899,False,False,False,False,False,False,0.03599999999999959,0.0,0.0,0.0,0.03599999999999959,0.03599999999999959,0.03599999999999959,0.0,0.0,0.0,0.03599999999999959,0.03599999999999959,0.03599999999999959
2001-03-29,2.978,3.001,3.273,3.897,False,False,False,False,False,False,0.001000000000000334,0.0,0.0,0.0,0.001000000000000334,0.001000000000000334,0.001000000000000334,0.0,0.0,0.0,0.001000000000000334,0.001000000000000334,0.001000000000000334
2001-03-30,2.996,3.044,3.327,3.925,False,False,False,False,False,False,0.053999999999999826,0.0,0.0,0.0,0.053999999999999826,0.053999999999999826,0.053999999999999826,0.0,0.0,0.0,0.053999999999999826,0.053999999999999826,0.053999999999999826
2001-04-02,2.947,3.008,3.3,3.899,False,False,False,False,False,False,-0.027000000000000135,0.0,0.0,0.0,-0.027000000000000135,-0.027000000000000135,-0.027000000000000135,0.0,0.0,0.0,-0.027000000000000135,-0.027000000000000135,-0.027000000000000135
2001-04-03,2.952,3.003,3.289,3.903,False,False,False,False,False,False,-0.010999999999999677,0.0,0.0,0.0,-0.010999999999999677,-0.010999999999999677,-0.010999999999999677,0.0,0.0,0.0,-0.010999999999999677,-0.010999999999999677,-0.010999999999999677
2001-04-04,2.945,2.974,3.256,3.895,False,False,False,False,False,False,-0.03300000000000036,0.0,0.0,0.0,-0.03300000000000036,-0.03300000000000036,-0.03300000000000036,0.0,0.0,0.0,-0.03300000000000036,-0.03300000000000036,-0.03300000000000036
2001-04-05,2.962,2.995,3.284,3.924,False,False,False,False,False,False,0.028000000000000025,0.0,0.0,0.0,0.028000000000000025,0.028000000000000025,0.028000000000000025,0.0,0.0,0.0,0.028000000000000025,0.028000000000000025,0.028000000000000025
2001-04-06,3.001,3.036,3.315,3.928,False,False,False,False,False,False,0.03100000000000014,0.0,0.0,0.0,0.03100000000000014,0.03100000000000014,0.03100000000000014,0.0,0.0,0.0,0.03100000000000014,0.03100000000000014,0.03100000000000014
2001-04-09,2.978,3.012,3.295,3.918,False,False,False,False,False,False,-0.020000000000000018,0.0,0.0,0.0,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,0.0,0.0,0.0,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018
2001-04-10,2.979,3.023,3.305,3.925,False,False,False,False,False,False,0.010000000000000231,0.0,0.0,0.0,0.010000000000000231,0.010000000000000231,0.010000000000000231,0.0,0.0,0.0,0.010000000000000231,0.010000000000000231,0.010000000000000231
2001-04-11,2.964,3.052,3.354,3.947,False,False,False,False,False,False,0.04899999999999993,0.0,0.0,0.0,0.04899999999999993,0.04899999999999993,0.04899999999999993,0.0,0.0,0.0,0.04899999999999993,0.04899999999999993,0.04899999999999993
2001-04-12,3.132,3.126,3.371,3.987,False,False,False,False,False,False,0.016999999999999904,0.0,0.0,0.0,0.016999999999999904,0.016999999999999904,0.016999999999999904,0.0,0.0,0.0,0.016999999999999904,0.016999999999999904,0.016999999999999904
2001-04-13,3.132,3.126,3.371,3.987,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-16,3.132,3.126,3.371,3.987,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-17,3.16,3.134,3.38,4.003,False,False,False,False,False,False,0.008999999999999897,0.0,0.0,0.0,0.008999999999999897,0.008999999999999897,0.008999999999999897,0.0,0.0,0.0,0.008999999999999897,0.008999999999999897,0.008999999999999897
2001-04-18,3.191,3.203,3.463,4.048,False,False,False,False,False,False,0.08300000000000018,0.0,0.0,0.0,0.08300000000000018,0.08300000000000018,0.08300000000000018,0.0,0.0,0.0,0.08300000000000018,0.08300000000000018,0.08300000000000018
2001-04-19,3.17,3.187,3.452,4.082,False,False,False,False,False,False,-0.01100000000000012,0.0,0.0,0.0,-0.01100000000000012,-0.01100000000000012,-0.01100000000000012,0.0,0.0,0.0,-0.01100000000000012,-0.01100000000000012,-0.01100000000000012
2001-04-20,3.19,3.246,3.512,4.089,False,False,False,False,False,False,0.06000000000000005,0.0,0.0,0.0,0.06000000000000005,0.06000000000000005,0.06000000000000005,0.0,0.0,0.0,0.06000000000000005,0.06000000000000005,0.06000000000000005
2001-04-23,3.179,3.218,3.48,4.087,False,False,False,False,False,False,-0.03200000000000003,0.0,0.0,0.0,-0.03200000000000003,-0.03200000000000003,-0.03200000000000003,0.0,0.0,0.0,-0.03200000000000003,-0.03200000000000003,-0.03200000000000003
2001-04-24,3.186,3.222,3.501,4.117,False,False,False,False,False,False,0.020999999999999908,0.0,0.0,0.0,0.020999999999999908,0.020999999999999908,0.020999999999999908,0.0,0.0,0.0,0.020999999999999908,0.020999999999999908,0.020999999999999908
2001-04-25,3.2,3.197,3.51,4.126,False,False,False,False,False,False,0.008999999999999897,0.0,0.0,0.0,0.008999999999999897,0.008999999999999897,0.008999999999999897,0.0,0.0,0.0,0.008999999999999897,0.008999999999999897,0.008999999999999897
2001-04-26,3.173,3.22,3.514,4.141,False,False,False,False,False,False,0.0040000000000000036,0.0,0.0,0.0,0.0040000000000000036,0.0040000000000000036,0.0040000000000000036,0.0,0.0,0.0,0.0040000000000000036,0.0040000000000000036,0.0040000000000000036
2001-04-27,3.151,3.205,3.48,4.108,False,False,False,False,False,False,-0.03399999999999981,0.0,0.0,0.0,-0.03399999999999981,-0.03399999999999981,-0.03399999999999981,0.0,0.0,0.0,-0.03399999999999981,-0.03399999999999981,-0.03399999999999981
2001-04-30,3.163,3.239,3.529,4.141,False,False,False,False,False,False,0.04899999999999993,0.0,0.0,0.0,0.04899999999999993,0.04899999999999993,0.04899999999999993,0.0,0.0,0.0,0.04899999999999993,0.04899999999999993,0.04899999999999993
2001-05-01,3.163,3.239,3.529,4.141,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-02,3.172,3.233,3.538,4.177,False,False,False,False,False,False,0.008999999999999897,0.0,0.0,0.0,0.008999999999999897,0.008999999999999897,0.008999999999999897,0.0,0.0,0.0,0.008999999999999897,0.008999999999999897,0.008999999999999897
2001-05-03,3.144,3.179,3.479,4.14,False,False,False,False,False,False,-0.05899999999999972,0.0,0.0,0.0,-0.05899999999999972,-0.05899999999999972,-0.05899999999999972,0.0,0.0,0.0,-0.05899999999999972,-0.05899999999999972,-0.05899999999999972
2001-05-04,3.111,3.171,3.468,4.123,False,False,False,False,False,False,-0.01100000000000012,0.0,0.0,0.0,-0.01100000000000012,-0.01100000000000012,-0.01100000000000012,0.0,0.0,0.0,-0.01100000000000012,-0.01100000000000012,-0.01100000000000012
2001-05-07,3.097,3.151,3.441,4.086,False,False,False,False,False,False,-0.027000000000000135,0.0,0.0,0.0,-0.027000000000000135,-0.027000000000000135,-0.027000000000000135,0.0,0.0,0.0,-0.027000000000000135,-0.027000000000000135,-0.027000000000000135
2001-05-08,3.088,3.125,3.429,4.068,False,False,False,False,False,False,-0.01200000000000001,0.0,0.0,0.0,-0.01200000000000001,-0.01200000000000001,-0.01200000000000001,0.0,0.0,0.0,-0.01200000000000001,-0.01200000000000001,-0.01200000000000001
2001-05-09,3.095,3.134,3.427,4.077,False,False,False,False,False,False,-0.0019999999999997797,0.0,0.0,0.0,-0.0019999999999997797,-0.0019999999999997797,-0.0019999999999997797,0.0,0.0,0.0,-0.0019999999999997797,-0.0019999999999997797,-0.0019999999999997797
2001-05-10,3.068,3.102,3.394,4.056,False,False,False,False,False,False,-0.03299999999999992,0.0,0.0,0.0,-0.03299999999999992,-0.03299999999999992,-0.03299999999999992,0.0,0.0,0.0,-0.03299999999999992,-0.03299999999999992,-0.03299999999999992
2001-05-11,3.022,3.092,3.445,4.092,False,False,False,False,False,False,0.05099999999999971,0.0,0.0,0.0,0.05099999999999971,0.05099999999999971,0.05099999999999971,0.0,0.0,0.0,0.05099999999999971,0.05099999999999971,0.05099999999999971
2001-05-14,3.051,3.161,3.49,4.12,False,False,False,True,True,True,0.04500000000000037,0.0,0.0,0.0,0.04500000000000037,0.04500000000000037,0.04500000000000037,0.04500000000000037,0.04500000000000037,0.04500000000000037,0.0,0.0,0.0
2001-05-15,3.078,3.178,3.519,4.144,False,False,False,True,True,True,0.028999999999999915,0.0,0.0,0.0,0.028999999999999915,0.028999999999999915,0.028999999999999915,0.028999999999999915,0.028999999999999915,0.028999999999999915,0.0,0.0,0.0
2001-05-16,3.055,3.166,3.506,4.135,False,False,False,True,True,True,-0.013000000000000345,0.0,0.0,0.0,-0.013000000000000345,-0.013000000000000345,-0.013000000000000345,-0.013000000000000345,-0.013000000000000345,-0.013000000000000345,0.0,0.0,0.0
2001-05-17,3.066,3.18,3.515,4.136,False,False,False,False,True,True,0.009000000000000341,0.0,0.0,0.0,0.009000000000000341,0.009000000000000341,0.009000000000000341,0.0,0.009000000000000341,0.009000000000000341,0.009000000000000341,0.0,0.0
2001-05-18,3.08,3.171,3.489,4.115,False,False,False,False,False,True,-0.026000000000000245,0.0,0.0,0.0,-0.026000000000000245,-0.026000000000000245,-0.026000000000000245,0.0,0.0,-0.026000000000000245,-0.026000000000000245,-0.026000000000000245,0.0
2001-05-21,3.132,3.222,3.517,4.116,False,False,False,False,False,False,0.028000000000000025,0.0,0.0,0.0,0.028000000000000025,0.028000000000000025,0.028000000000000025,0.0,0.0,0.0,0.028000000000000025,0.028000000000000025,0.028000000000000025
2001-05-22,3.158,3.233,3.514,4.103,False,False,False,False,False,False,-0.0030000000000001137,0.0,0.0,0.0,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137,0.0,0.0,0.0,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137
2001-05-23,3.184,3.272,3.553,4.125,False,False,False,False,False,False,0.039000000000000146,0.0,0.0,0.0,0.039000000000000146,0.039000000000000146,0.039000000000000146,0.0,0.0,0.0,0.039000000000000146,0.039000000000000146,0.039000000000000146
2001-05-24,3.184,3.272,3.553,4.125,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-25,3.212,3.299,3.579,4.143,False,False,False,False,False,False,0.026000000000000245,0.0,0.0,0.0,0.026000000000000245,0.026000000000000245,0.026000000000000245,0.0,0.0,0.0,0.026000000000000245,0.026000000000000245,0.026000000000000245
2001-05-28,3.197,3.281,3.56,4.141,False,False,False,False,False,False,-0.019000000000000128,0.0,0.0,0.0,-0.019000000000000128,-0.019000000000000128,-0.019000000000000128,0.0,0.0,0.0,-0.019000000000000128,-0.019000000000000128,-0.019000000000000128
2001-05-29,3.176,3.267,3.552,4.142,False,False,False,False,False,False,-0.008000000000000007,0.0,0.0,0.0,-0.008000000000000007,-0.008000000000000007,-0.008000000000000007,0.0,0.0,0.0,-0.008000000000000007,-0.008000000000000007,-0.008000000000000007
2001-05-30,3.166,3.253,3.549,4.144,False,False,False,False,False,False,-0.0030000000000001137,0.0,0.0,0.0,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137,0.0,0.0,0.0,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137
2001-05-31,3.175,3.262,3.556,4.14,False,False,False,False,False,False,0.007000000000000117,0.0,0.0,0.0,0.007000000000000117,0.007000000000000117,0.007000000000000117,0.0,0.0,0.0,0.007000000000000117,0.007000000000000117,0.007000000000000117
2001-06-01,3.166,3.247,3.535,4.125,False,False,False,False,False,False,-0.020999999999999908,0.0,0.0,0.0,-0.020999999999999908,-0.020999999999999908,-0.020999999999999908,0.0,0.0,0.0,-0.020999999999999908,-0.020999999999999908,-0.020999999999999908
2001-06-04,3.166,3.247,3.535,4.125,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-05,3.141,3.231,3.51,4.097,False,False,False,False,False,False,-0.025000000000000355,0.0,0.0,0.0,-0.025000000000000355,-0.025000000000000355,-0.025000000000000355,0.0,0.0,0.0,-0.025000000000000355,-0.025000000000000355,-0.025000000000000355
2001-06-06,3.132,3.206,3.487,4.061,False,False,False,False,False,False,-0.022999999999999687,0.0,0.0,0.0,-0.022999999999999687,-0.022999999999999687,-0.022999999999999687,0.0,0.0,0.0,-0.022999999999999687,-0.022999999999999687,-0.022999999999999687
2001-06-07,3.156,3.21,3.485,4.126,False,False,False,False,False,False,-0.002000000000000224,0.0,0.0,0.0,-0.002000000000000224,-0.002000000000000224,-0.002000000000000224,0.0,0.0,0.0,-0.002000000000000224,-0.002000000000000224,-0.002000000000000224
2001-06-08,3.134,3.184,3.478,4.125,False,False,False,False,False,False,-0.006999999999999673,0.0,0.0,0.0,-0.006999999999999673,-0.006999999999999673,-0.006999999999999673,0.0,0.0,0.0,-0.006999999999999673,-0.006999999999999673,-0.006999999999999673
2001-06-11,3.032,3.162,3.47,4.096,False,False,True,False,False,False,-0.008000000000000007,0.0,0.0,-0.008000000000000007,-0.008000000000000007,-0.008000000000000007,0.0,0.0,0.0,0.0,-0.008000000000000007,-0.008000000000000007,-0.008000000000000007
2001-06-12,3.044,3.137,3.452,4.06,False,True,True,False,False,False,-0.018000000000000238,0.0,-0.018000000000000238,-0.018000000000000238,-0.018000000000000238,0.0,0.0,0.0,0.0,0.0,-0.018000000000000238,-0.018000000000000238,-0.018000000000000238
2001-06-13,3.088,3.165,3.449,4.059,True,True,True,False,False,False,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137
2001-06-14,3.15,3.187,3.442,4.014,True,True,True,False,False,False,-0.006999999999999673,-0.006999999999999673,-0.006999999999999673,-0.006999999999999673,0.0,0.0,0.0,0.0,0.0,0.0,-0.006999999999999673,-0.006999999999999673,-0.006999999999999673
2001-06-15,3.14,3.178,3.426,4.013,True,True,True,False,False,False,-0.016000000000000014,-0.016000000000000014,-0.016000000000000014,-0.016000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,-0.016000000000000014,-0.016000000000000014,-0.016000000000000014
2001-06-18,3.134,3.157,3.391,3.989,False,False,False,False,False,False,-0.03500000000000014,0.0,0.0,0.0,-0.03500000000000014,-0.03500000000000014,-0.03500000000000014,0.0,0.0,0.0,-0.03500000000000014,-0.03500000000000014,-0.03500000000000014
2001-06-19,3.134,3.151,3.407,4.006,False,False,False,False,False,False,0.016000000000000014,0.0,0.0,0.0,0.016000000000000014,0.016000000000000014,0.016000000000000014,0.0,0.0,0.0,0.016000000000000014,0.016000000000000014,0.016000000000000014
2001-06-20,3.121,3.127,3.389,3.998,False,False,False,False,False,False,-0.018000000000000238,0.0,0.0,0.0,-0.018000000000000238,-0.018000000000000238,-0.018000000000000238,0.0,0.0,0.0,-0.018000000000000238,-0.018000000000000238,-0.018000000000000238
2001-06-21,3.115,3.124,3.383,3.979,False,False,False,False,False,False,-0.005999999999999783,0.0,0.0,0.0,-0.005999999999999783,-0.005999999999999783,-0.005999999999999783,0.0,0.0,0.0,-0.005999999999999783,-0.005999999999999783,-0.005999999999999783
2001-06-22,3.111,3.112,3.372,3.991,False,False,False,False,False,False,-0.01100000000000012,0.0,0.0,0.0,-0.01100000000000012,-0.01100000000000012,-0.01100000000000012,0.0,0.0,0.0,-0.01100000000000012,-0.01100000000000012,-0.01100000000000012
2001-06-25,3.058,3.095,3.371,3.97,False,False,False,False,True,True,-0.0009999999999998899,0.0,0.0,0.0,-0.0009999999999998899,-0.0009999999999998899,-0.0009999999999998899,0.0,-0.0009999999999998899,-0.0009999999999998899,-0.0009999999999998899,0.0,0.0
2001-06-26,3.048,3.082,3.333,3.942,False,False,False,True,True,True,-0.03799999999999981,0.0,0.0,0.0,-0.03799999999999981,-0.03799999999999981,-0.03799999999999981,-0.03799999999999981,-0.03799999999999981,-0.03799999999999981,0.0,0.0,0.0
2001-06-27,3.078,3.098,3.342,3.952,False,False,False,True,True,True,0.008999999999999897,0.0,0.0,0.0,0.008999999999999897,0.008999999999999897,0.008999999999999897,0.008999999999999897,0.008999999999999897,0.008999999999999897,0.0,0.0,0.0
2001-06-28,3.091,3.095,3.343,3.953,False,False,False,True,True,True,0.0009999999999998899,0.0,0.0,0.0,0.0009999999999998899,0.0009999999999998899,0.0009999999999998899,0.0009999999999998899,0.0009999999999998899,0.0009999999999998899,0.0,0.0,0.0
2001-06-29,3.103,3.127,3.383,3.972,False,False,False,False,True,True,0.040000000000000036,0.0,0.0,0.0,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.0,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.0,0.0
2001-07-02,3.132,3.169,3.411,3.982,False,False,False,False,False,False,0.028000000000000025,0.0,0.0,0.0,0.028000000000000025,0.028000000000000025,0.028000000000000025,0.0,0.0,0.0,0.028000000000000025,0.028000000000000025,0.028000000000000025
2001-07-03,3.129,3.167,3.408,3.977,False,False,False,False,False,False,-0.0030000000000001137,0.0,0.0,0.0,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137,0.0,0.0,0.0,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137
2001-07-04,3.145,3.187,3.43,3.992,False,False,False,False,False,False,0.02200000000000024,0.0,0.0,0.0,0.02200000000000024,0.02200000000000024,0.02200000000000024,0.0,0.0,0.0,0.02200000000000024,0.02200000000000024,0.02200000000000024
2001-07-05,3.151,3.196,3.438,3.998,False,False,False,False,False,False,0.008000000000000007,0.0,0.0,0.0,0.008000000000000007,0.008000000000000007,0.008000000000000007,0.0,0.0,0.0,0.008000000000000007,0.008000000000000007,0.008000000000000007
2001-07-06,3.135,3.193,3.433,3.983,False,False,False,False,False,False,-0.0050000000000003375,0.0,0.0,0.0,-0.0050000000000003375,-0.0050000000000003375,-0.0050000000000003375,0.0,0.0,0.0,-0.0050000000000003375,-0.0050000000000003375,-0.0050000000000003375
2001-07-09,3.133,3.182,3.427,3.965,False,False,False,False,False,False,-0.005999999999999783,0.0,0.0,0.0,-0.005999999999999783,-0.005999999999999783,-0.005999999999999783,0.0,0.0,0.0,-0.005999999999999783,-0.005999999999999783,-0.005999999999999783
2001-07-10,3.136,3.189,3.435,3.981,False,False,False,False,False,False,0.008000000000000007,0.0,0.0,0.0,0.008000000000000007,0.008000000000000007,0.008000000000000007,0.0,0.0,0.0,0.008000000000000007,0.008000000000000007,0.008000000000000007
2001-07-11,3.138,3.181,3.415,3.965,False,False,False,False,False,False,-0.020000000000000018,0.0,0.0,0.0,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,0.0,0.0,0.0,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018
2001-07-12,3.133,3.189,3.426,3.97,False,False,False,False,False,False,0.01100000000000012,0.0,0.0,0.0,0.01100000000000012,0.01100000000000012,0.01100000000000012,0.0,0.0,0.0,0.01100000000000012,0.01100000000000012,0.01100000000000012
2001-07-13,3.125,3.167,3.4,3.949,False,False,False,False,False,False,-0.026000000000000245,0.0,0.0,0.0,-0.026000000000000245,-0.026000000000000245,-0.026000000000000245,0.0,0.0,0.0,-0.026000000000000245,-0.026000000000000245,-0.026000000000000245
2001-07-16,3.119,3.159,3.398,3.948,False,False,False,False,False,False,-0.0019999999999997797,0.0,0.0,0.0,-0.0019999999999997797,-0.0019999999999997797,-0.0019999999999997797,0.0,0.0,0.0,-0.0019999999999997797,-0.0019999999999997797,-0.0019999999999997797
2001-07-17,3.117,3.167,3.404,3.947,False,False,False,False,False,False,0.005999999999999783,0.0,0.0,0.0,0.005999999999999783,0.005999999999999783,0.005999999999999783,0.0,0.0,0.0,0.005999999999999783,0.005999999999999783,0.005999999999999783
2001-07-18,3.14,3.213,3.451,3.94,False,False,False,False,False,False,0.04700000000000015,0.0,0.0,0.0,0.04700000000000015,0.04700000000000015,0.04700000000000015,0.0,0.0,0.0,0.04700000000000015,0.04700000000000015,0.04700000000000015
2001-07-19,3.116,3.191,3.428,3.967,False,False,False,False,False,False,-0.02300000000000013,0.0,0.0,0.0,-0.02300000000000013,-0.02300000000000013,-0.02300000000000013,0.0,0.0,0.0,-0.02300000000000013,-0.02300000000000013,-0.02300000000000013
2001-07-20,3.138,3.197,3.431,3.977,False,False,False,False,False,False,0.0030000000000001137,0.0,0.0,0.0,0.0030000000000001137,0.0030000000000001137,0.0030000000000001137,0.0,0.0,0.0,0.0030000000000001137,0.0030000000000001137,0.0030000000000001137
2001-07-23,3.116,3.175,3.433,3.981,False,False,False,False,False,False,0.0019999999999997797,0.0,0.0,0.0,0.0019999999999997797,0.0019999999999997797,0.0019999999999997797,0.0,0.0,0.0,0.0019999999999997797,0.0019999999999997797,0.0019999999999997797
2001-07-24,3.114,3.179,3.43,3.99,False,False,False,False,False,False,-0.0029999999999996696,0.0,0.0,0.0,-0.0029999999999996696,-0.0029999999999996696,-0.0029999999999996696,0.0,0.0,0.0,-0.0029999999999996696,-0.0029999999999996696,-0.0029999999999996696
2001-07-25,3.108,3.159,3.439,4.003,False,False,False,False,False,False,0.008999999999999897,0.0,0.0,0.0,0.008999999999999897,0.008999999999999897,0.008999999999999897,0.0,0.0,0.0,0.008999999999999897,0.008999999999999897,0.008999999999999897
2001-07-26,3.105,3.155,3.436,4.003,False,False,False,False,False,False,-0.0030000000000001137,0.0,0.0,0.0,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137,0.0,0.0,0.0,-0.0030000000000001137,-0.0030000000000001137,-0.0030000000000001137
2001-07-27,3.095,3.129,3.404,3.987,False,False,False,False,False,False,-0.03200000000000003,0.0,0.0,0.0,-0.03200000000000003,-0.03200000000000003,-0.03200000000000003,0.0,0.0,0.0,-0.03200000000000003,-0.03200000000000003,-0.03200000000000003
2001-07-30,3.054,3.066,3.398,3.987,False,False,False,False,False,False,-0.005999999999999783,0.0,0.0,0.0,-0.005999999999999783,-0.005999999999999783,-0.005999999999999783,0.0,0.0,0.0,-0.005999999999999783,-0.005999999999999783,-0.005999999999999783
2001-07-31,3.045,3.067,3.357,3.954,False,False,False,False,False,False,-0.040999999999999925,0.0,0.0,0.0,-0.040999999999999925,-0.040999999999999925,-0.040999999999999925,0.0,0.0,0.0,-0.040999999999999925,-0.040999999999999925,-0.040999999999999925
2001-08-01,3.045,3.067,3.357,3.954,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-02,3.046,3.069,3.373,3.965,False,False,False,False,False,False,0.016000000000000014,0.0,0.0,0.0,0.016000000000000014,0.016000000000000014,0.016000000000000014,0.0,0.0,0.0,0.016000000000000014,0.016000000000000014,0.016000000000000014
2001-08-03,3.048,3.061,3.377,3.967,False,False,False,False,False,False,0.0039999999999995595,0.0,0.0,0.0,0.0039999999999995595,0.0039999999999995595,0.0039999999999995595,0.0,0.0,0.0,0.0039999999999995595,0.0039999999999995595,0.0039999999999995595
2001-08-06,3.039,3.034,3.359,3.963,False,False,False,False,False,False,-0.017999999999999794,0.0,0.0,0.0,-0.017999999999999794,-0.017999999999999794,-0.017999999999999794,0.0,0.0,0.0,-0.017999999999999794,-0.017999999999999794,-0.017999999999999794
2001-08-07,3.009,3.103,3.352,3.907,False,False,False,False,False,False,-0.007000000000000117,0.0,0.0,0.0,-0.007000000000000117,-0.007000000000000117,-0.007000000000000117,0.0,0.0,0.0,-0.007000000000000117,-0.007000000000000117,-0.007000000000000117
2001-08-08,3.022,3.11,3.352,3.896,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-09,2.979,3.051,3.303,3.872,False,False,False,False,False,False,-0.04899999999999993,0.0,0.0,0.0,-0.04899999999999993,-0.04899999999999993,-0.04899999999999993,0.0,0.0,0.0,-0.04899999999999993,-0.04899999999999993,-0.04899999999999993
