Date,2yr - AG,3yr - AG,5yr - AG,10yr - AG,Indexed,3yr - NSW,5yr - NSW,10yr - NSW
2011-01-31,4.885,5.015,5.205,5.485,2.755,5.2975,5.6725,6.025
2011-02-01,4.91,5.035,5.225,5.5,2.77,5.32,5.695,6.0425
2011-02-02,4.915,5.05,5.245,5.515,2.78,5.33,5.7125,6.055
2011-02-03,4.975,5.115,5.305,5.575,2.805,5.3925,5.7725,6.115
2011-02-04,5.095,5.25,5.435,5.65,2.845,5.525,5.8975,6.19
2011-02-07,5.155,5.32,5.505,5.7,2.87,5.5775,5.9575,6.235
2011-02-08,5.16,5.33,5.51,5.71,2.875,5.5875,5.965,6.245
2011-02-09,5.17,5.34,5.525,5.72,2.88,5.59,5.965,6.2475
2011-02-10,5.125,5.29,5.48,5.68,2.85,5.5425,5.9075,6.205
2011-02-11,5.075,5.235,5.43,5.66,2.835,5.49,5.8575,6.17
2011-02-14,5.09,5.25,5.445,5.675,2.835,5.505,5.8725,6.185
2011-02-15,5.085,5.245,5.44,5.67,2.825,5.4921124229979466,5.861234599589322,6.18
2011-02-16,5.085,5.245,5.44,5.675,2.84,5.490626283367557,5.861622176591375,6.1825
2011-02-17,5.07,5.23,5.425,5.655,2.83,5.478634496919918,5.849630390143736,6.1575
2011-02-18,5.045,5.205,5.395,5.61,2.805,5.447602669404517,5.812977412731006,6.11
2011-02-21,5.045,5.205,5.39,5.605,2.81,5.447541067761807,5.807294661190965,6.0975
2011-02-22,4.975,5.135,5.335,5.555,2.77,5.387104722792608,5.752479466119096,6.0575
2011-02-23,4.965,5.12,5.315,5.53,2.735,5.369052874743327,5.730680184804928,6.0325
2011-02-24,5.015,5.17,5.365,5.54,2.73,5.418490759753594,5.7763706365503085,6.045
2011-02-25,4.975,5.13,5.32,5.5,2.695,5.378449691991786,5.734455852156058,6.005
2011-02-28,4.94,5.09,5.285,5.465,2.665,5.33579568788501,5.68618069815195,5.955
2011-03-01,4.96,5.115,5.3,5.485,2.675,5.352150924024641,5.6969147843942505,5.9625
2011-03-02,4.93,5.08,5.27,5.455,2.655,5.314255646817249,5.664640657084188,5.93
2011-03-03,4.96,5.11,5.3,5.495,2.675,5.342548767967146,5.6854389117043125,5.9625
2011-03-04,5.01,5.16,5.355,5.555,2.72,5.393870636550307,5.731139630390144,6.0125
2011-03-07,4.96,5.105,5.3,5.49,2.665,5.339971765913757,5.667872176591376,5.95
2011-03-08,4.965,5.11,5.31,5.52,2.675,5.352361396303901,5.678388090349076,5.98
2011-03-09,4.965,5.11,5.315,5.53,2.685,5.357245893223819,5.68139887063655,5.99
2011-03-10,4.91,5.055,5.255,5.47,2.64,5.303495893223818,5.62202772073922,5.9275
2011-03-11,4.89,5.03,5.23,5.45,2.635,5.283932238193019,5.602464065708419,5.915
2011-03-14,4.825,4.96,5.165,5.405,2.61,5.215816221765913,5.536221765913758,5.8675
2011-03-15,4.715,4.84,5.065,5.36,2.595,5.110297741273101,5.443819301848049,5.8175
2011-03-16,4.76,4.88,5.095,5.36,2.6,5.149774127310062,5.472053388090349,5.8225
2011-03-17,4.715,4.835,5.05,5.32,2.585,5.102715605749487,5.424994866529774,5.78
2011-03-18,4.78,4.905,5.115,5.36,2.605,5.168901437371663,5.48555954825462,5.8175
2011-03-21,4.835,4.955,5.165,5.395,2.62,5.215924024640657,5.526960985626284,5.8475
2011-03-22,4.83,4.94,5.145,5.375,2.59,5.193850102669405,5.504887063655031,5.825
2011-03-23,4.84,4.95,5.155,5.39,2.62,5.206776180698152,5.517813141683779,5.84
2011-03-24,4.815,4.925,5.125,5.37,2.615,5.1778028747433265,5.490713552361396,5.8275
2011-03-25,4.845,4.955,5.155,5.4,2.635,5.213834702258726,5.5286190965092405,5.87
2011-03-28,4.91,5.025,5.22,5.455,2.68,5.28829568788501,5.597458932238193,5.925
2011-03-29,4.895,5.01,5.2,5.43,2.655,5.274332648870637,5.585369609856262,5.91
2011-03-30,4.93,5.05,5.245,5.49,2.71,5.315990759753594,5.630775154004107,5.97
2011-03-31,4.9,5.02,5.215,5.45,2.69,5.284566221765914,5.593729466119097,5.925
2011-04-01,4.94,5.055,5.26,5.505,2.725,5.318732032854209,5.63164271047228,5.97
2011-04-04,4.93,5.045,5.25,5.5,2.725,5.308146817248459,5.622931211498973,5.98
2011-04-05,4.885,4.995,5.205,5.465,2.705,5.256078028747433,5.570862422997947,5.9375
2011-04-06,4.91,5.025,5.235,5.505,2.73,5.282777207392197,5.601309034907597,5.9625
2011-04-07,4.995,5.11,5.32,5.56,2.77,5.362577002053388,5.679235112936345,6.015
2011-04-08,5.035,5.15,5.355,5.61,2.795,5.400510780287474,5.717168891170431,6.06
2011-04-11,5.055,5.175,5.385,5.63,2.785,5.428105749486653,5.748511293634497,6.085
2011-04-12,5.005,5.125,5.335,5.58,2.735,5.361889117043121,5.699158110882958,6.0425
2011-04-13,5.03,5.145,5.355,5.585,2.745,5.374958932238193,5.719722792607803,6.045
2011-04-14,5.025,5.15,5.355,5.565,2.725,5.361858316221766,5.717864476386037,6.025
2011-04-15,5.01,5.14,5.34,5.545,2.715,5.351688911704312,5.70582135523614,6.0075
2011-04-18,5.005,5.13,5.335,5.555,2.72,5.343809034907598,5.699815195071868,6.02
2011-04-19,4.905,5.025,5.23,5.45,2.645,5.244964065708419,5.6028439425051335,5.9225
2011-04-20,4.95,5.065,5.275,5.48,2.68,5.2854543121149895,5.6433341889117035,5.95
2011-04-21,4.955,5.075,5.28,5.465,2.665,5.297772073921971,5.653778234086242,5.94
2011-04-27,4.97,5.085,5.275,5.42,2.585,5.307007186858317,5.64,5.9
2011-04-28,4.97,5.085,5.26,5.41,2.58,5.307209958932239,5.6325,5.8975
2011-04-29,4.955,5.065,5.235,5.395,2.565,5.2910061601642715,5.6075,5.88
2011-05-02,4.975,5.085,5.25,5.405,2.575,5.314520020533881,5.6225000000000005,5.8925
2011-05-03,4.94,5.045,5.21,5.365,2.54,5.276745379876797,5.5825000000000005,5.8525
2011-05-04,4.97,5.065,5.22,5.365,2.545,5.298642197125257,5.595,5.8475
2011-05-05,4.93,5.015,5.175,5.34,2.515,5.260138603696099,5.555,5.8225
2011-05-06,5.035,5.12,5.265,5.4,2.55,5.357358829568789,5.635,5.8825
2011-05-09,5.06,5.15,5.285,5.39,2.545,5.383865503080082,5.655,5.875
2011-05-10,5.01,5.1,5.24,5.36,2.525,5.336024127310062,5.605,5.845
2011-05-11,5.05,5.145,5.285,5.415,2.57,5.367125256673511,5.64,5.8775
2011-05-12,4.955,5.045,5.185,5.325,2.515,5.274599589322382,5.54,5.7875
2011-05-13,4.955,5.045,5.185,5.335,2.525,5.27924024640657,5.5425,5.7975
2011-05-16,4.94,5.02,5.155,5.335,2.5,5.258131416837783,5.5175,5.7675
2011-05-17,4.97,5.055,5.19,5.39,2.55,5.286729979466119,5.5475,5.815
2011-05-18,4.915,4.995,5.135,5.345,2.54,5.234591889117043,5.495,5.7725
2011-05-19,4.935,5.015,5.15,5.345,2.52,5.254209445585216,5.5125,5.77
2011-05-20,4.925,5.005,5.14,5.315,2.48,5.2438218685831615,5.5,5.74
2011-05-23,4.845,4.92,5.06,5.265,2.44,5.166637577002053,5.4225,5.69
2011-05-24,4.85,4.92,5.065,5.285,2.46,5.176991786447639,5.4325,5.71
2011-05-25,4.835,4.9,5.045,5.26,2.45,5.1675,5.4175,5.6875
2011-05-26,4.885,4.95,5.095,5.285,2.47,5.2175,5.4625,5.715
2011-05-27,4.855,4.915,5.05,5.23,2.44,5.1825,5.4175,5.6575
2011-05-30,4.8,4.855,4.995,5.195,2.415,5.125,5.36,5.625
2011-05-31,4.795,4.845,4.99,5.21,2.44,5.1175,5.3575,5.635
2011-06-01,4.89,4.945,5.085,5.285,2.5,5.215,5.45,5.7075
2011-06-02,4.86,4.91,5.045,5.235,2.465,5.18,5.407924739195232,5.66
2011-06-03,4.87,4.915,5.05,5.235,2.46,5.18532072368421,5.408181818181818,5.655
2011-06-06,4.88,4.92,5.05,5.215,2.445,5.193717105263158,5.40728390461997,5.635
2011-06-07,4.835,4.88,5.02,5.225,2.455,5.149062499999999,5.374210134128167,5.625
2011-06-08,4.855,4.895,5.04,5.255,2.49,5.163149671052632,5.392950819672131,5.6575
2011-06-09,4.785,4.825,4.97,5.2,2.445,5.094629934210526,5.326471684053651,5.6
2011-06-10,4.76,4.795,4.945,5.175,2.44,5.066085526315789,5.300488077496273,5.5775
2011-06-14,4.775,4.805,4.95,5.195,2.455,5.067253289473683,5.301546199701937,5.5775
2011-06-15,4.825,4.84,4.97,5.22,2.47,5.110707236842106,5.32539865871833,5.615
2011-06-16,4.685,4.68,4.805,5.085,2.385,4.966455592105263,5.177332339791357,5.495
2011-06-17,4.7,4.7,4.815,5.125,2.42,4.984272203947369,5.1904284649776455,5.5375
2011-06-20,4.665,4.66,4.77,5.07,2.4,4.949876644736841,5.148654992548435,5.4875
2011-06-21,4.665,4.66,4.76,5.095,2.425,4.952734375,5.150461997019374,5.5125
2011-06-22,4.7,4.7,4.8,5.125,2.45,4.996940789473684,5.197421758569299,5.565
2011-06-23,4.675,4.67,4.77,5.105,2.43,4.9721628289473685,5.178066318926975,5.5525
2011-06-24,4.66,4.65,4.745,5.08,2.415,4.957203947368422,5.158412816691505,5.5325
2011-06-27,4.53,4.525,4.615,4.995,2.365,4.840756578947368,5.052619225037257,5.475
2011-06-28,4.58,4.58,4.675,5.065,2.415,4.900057565789474,5.111784649776453,5.5475
2011-06-29,4.69,4.705,4.81,5.19,2.525,5.024354440789474,5.244914307004472,5.665
2011-06-30,4.735,4.76,4.87,5.21,2.55,5.075805921052632,5.303852459016394,5.68
2011-07-01,4.815,4.84,4.96,5.28,2.595,5.152993421052631,5.395022354694485,5.74
2011-07-04,4.75,4.78,4.91,5.225,2.55,5.094078947368422,5.343792846497765,5.685
2011-07-05,4.7,4.73,4.87,5.225,2.545,5.044712171052631,5.310763785394933,5.685
2011-07-06,4.7,4.73,4.87,5.21,2.54,5.046472039473684,5.312921013412818,5.675
2011-07-07,4.685,4.71,4.865,5.2,2.535,5.046027960526315,5.317209388971684,5.6725
2011-07-08,4.7,4.725,4.89,5.235,2.555,5.077302631578947,5.356836810730253,5.7225
2011-07-11,4.57,4.585,4.745,5.1,2.43,4.948536184210527,5.230122950819672,5.6125
2011-07-12,4.41,4.42,4.575,4.94,2.31,4.794703947368421,5.076620715350223,5.475
2011-07-13,4.45,4.45,4.61,4.96,2.33,4.831184210526317,5.1130067064083455,5.5
2011-07-14,4.41,4.415,4.58,4.92,2.305,4.801192434210526,5.088222801788376,5.465
2011-07-15,4.33,4.335,4.515,4.91,2.315,4.722680921052632,5.025491803278688,5.4525
2011-07-18,4.275,4.28,4.46,4.895,2.32,4.667853618421053,4.9801527570789865,5.435
2011-07-19,4.29,4.29,4.475,4.895,2.345,4.679325657894737,4.988561847988077,5.43
2011-07-20,4.365,4.37,4.55,4.96,2.39,4.757631578947368,5.063945603576751,5.485
2011-07-21,4.37,4.38,4.555,4.955,2.38,4.761599506578947,5.056017138599106,5.4625
2011-07-22,4.415,4.425,4.59,4.97,2.38,4.807014802631579,5.088934426229509,5.4775
2011-07-25,4.34,4.345,4.515,4.915,2.33,4.734728618421053,5.018364381520119,5.43
2011-07-26,4.375,4.38,4.54,4.935,2.335,4.773092105263157,5.052522354694487,5.46
2011-07-27,4.49,4.495,4.63,4.975,2.32,4.893638980263158,5.1502757078986585,5.5075
2011-07-28,4.485,4.49,4.61,4.9,2.235,4.890625,5.129575260804769,5.4425
2011-07-29,4.385,4.37,4.48,4.805,2.15,4.7771875,5.013796572280178,5.3525
2011-08-02,4.265,4.235,4.35,4.735,2.115,4.654054276315788,4.897090163934426,5.3
2011-08-03,4.075,4.03,4.16,4.635,2.05,4.461825657894736,4.737045454545455,5.2025
2011-08-04,4.18,4.14,4.275,4.73,2.13,4.577615131578947,4.84932563338301,5.2975
2011-08-05,3.665,3.67,3.87,4.475,2.075,4.116315789473684,4.475685543964232,5.0475
2011-08-08,3.765,3.85,4.045,4.615,2.15,4.267467105263158,4.661244411326378,5.2
2011-08-09,3.715,3.835,4.035,4.58,2.105,4.259736842105263,4.6709277198211625,5.185
2011-08-10,3.81,3.905,4.09,4.585,2.105,4.344658717105263,4.7292138599105815,5.1875
2011-08-11,3.68,3.775,3.955,4.455,1.995,4.221825657894737,4.60513785394933,5.0625
2011-08-12,3.67,3.76,3.945,4.43,1.98,4.219584703947368,4.60405737704918,5.0575
2011-08-15,3.795,3.89,4.065,4.55,2.07,4.352129934210527,4.731408345752608,5.1825
2011-08-16,3.75,3.82,4.005,4.505,2.04,4.298141447368421,4.679381520119225,5.145
2011-08-17,3.75,3.79,3.975,4.49,2.035,4.295,4.665871833084948,5.1425
2011-08-18,3.64,3.67,3.86,4.36,1.95,4.196492598684211,4.559314456035768,5.03
2011-08-19,3.54,3.55,3.74,4.23,1.84,4.109481907894737,4.45868479880775,4.91
2011-08-22,3.575,3.585,3.77,4.275,1.885,4.14288240131579,4.494616244411326,4.955
2011-08-23,3.72,3.74,3.925,4.395,2.01,4.282483552631579,4.620696721311475,5.0575
2011-08-24,3.655,3.68,3.865,4.36,1.995,4.208910361842105,4.546270491803279,5.0025
2011-08-25,3.745,3.795,3.975,4.43,2.075,4.3146875,4.645260804769001,5.0675
2011-08-26,3.765,3.805,3.97,4.395,2.04,4.323634868421053,4.6349031296572285,5.0325
2011-08-29,3.805,3.855,4.005,4.415,2.065,4.364539473684211,4.66962742175857,5.05
2011-08-30,3.79,3.835,3.985,4.42,2.07,4.331262335526317,4.644959016393443,5.03
2011-08-31,3.745,3.79,3.945,4.37,2.04,4.291027960526316,4.600592399403875,4.9775
2011-09-01,3.82,3.88,4.03,4.425,2.06,4.350538651315789,4.649508196721311,4.995
2011-09-02,3.775,3.83,3.985,4.41,2.04,4.297713815789473,4.607764530551416,4.9725
2011-09-05,3.625,3.67,3.825,4.24,1.915,4.1449218750000005,4.451594634873323,4.8025
2011-09-06,3.6,3.64,3.795,4.21,1.9,4.120394736842105,4.423703427719822,4.775
2011-09-07,3.75,3.79,3.93,4.33,1.97,4.264087171052632,4.552485096870343,4.89
2011-09-08,3.64,3.68,3.83,4.255,1.91,4.154490131578948,4.448133383010433,4.8125
2011-09-09,3.675,3.715,3.865,4.265,1.91,4.193207236842104,4.476870342771982,4.8225
2011-09-12,3.49,3.52,3.67,4.11,1.795,4.021932565789474,4.3064791356184795,4.675
2011-09-13,3.515,3.545,3.7,4.125,1.805,4.048157894736843,4.330052160953801,4.69
2011-09-14,3.425,3.46,3.62,4.085,1.785,3.974506578947368,4.258990312965723,4.6475
2011-09-15,3.505,3.56,3.71,4.15,1.825,4.062582236842105,4.346967213114754,4.715
2011-09-16,3.635,3.725,3.865,4.24,1.875,4.206776315789473,4.481281669150521,4.7975
2011-09-19,3.53,3.62,3.755,4.155,1.81,4.099350328947368,4.378595380029806,4.705
2011-09-20,3.53,3.62,3.75,4.15,1.81,4.100715460526316,4.3764716840536515,4.7
2011-09-21,3.59,3.68,3.81,4.2,1.85,4.1636595394736835,4.4355737704918035,4.7525
2011-09-22,3.485,3.565,3.69,4.085,1.79,4.063815789473685,4.32530178837556,4.6425
2011-09-23,3.47,3.505,3.63,4.015,1.755,4.025246710526316,4.259944113263785,4.57
2011-09-26,3.435,3.47,3.605,4.015,1.76,3.9994736842105265,4.241762295081967,4.5625
2011-09-27,3.595,3.64,3.78,4.2,1.91,4.160797697368421,4.404627421758569,4.735
2011-09-28,3.66,3.7,3.85,4.29,1.995,4.228667763157895,4.473666169895679,4.815
2011-09-29,3.64,3.675,3.83,4.265,1.98,4.209037828947368,4.448856184798808,4.7825
2011-09-30,3.625,3.655,3.805,4.215,1.94,4.184934210526316,4.414321907600597,4.725
2011-10-04,3.41,3.445,3.59,4.0,1.795,3.9682894736842105,4.191657973174367,4.505
2011-10-05,3.455,3.485,3.635,4.07,1.855,4.004354440789474,4.234020119225037,4.5675
2011-10-06,3.545,3.575,3.725,4.165,1.925,4.092911184210527,4.32113263785395,4.66
2011-10-07,3.61,3.635,3.795,4.24,1.98,4.158548519736842,4.385327868852459,4.7325
2011-10-10,3.675,3.705,3.87,4.295,2.02,4.226332236842105,4.450923994038748,4.79
2011-10-11,3.73,3.76,3.92,4.33,2.085,4.276669407894737,4.499083457526081,4.8175
2011-10-12,3.7,3.73,3.89,4.31,2.075,4.245263157894737,4.4765126676602085,4.8
2011-10-13,3.875,3.905,4.06,4.46,2.21,4.414921875,4.645711624441133,4.95
2011-10-14,3.815,3.845,4.005,4.435,2.195,4.348486842105263,4.591829359165425,4.9225
2011-10-17,3.93,3.97,4.125,4.575,2.295,4.463199013157895,4.7179619970193745,5.06
2011-10-18,3.835,3.87,4.025,4.465,2.215,4.358338815789474,4.607581967213115,4.9475
2011-10-19,3.845,3.88,4.035,4.475,2.235,4.368725328947368,4.6171944858420275,4.955
2011-10-20,3.815,3.84,3.995,4.43,2.19,4.333832236842105,4.576054396423249,4.91
2011-10-21,3.875,3.9,4.05,4.49,2.225,4.395530427631579,4.633643815201192,4.97
2011-10-24,3.925,3.945,4.09,4.5,2.24,4.4360526315789475,4.666885245901639,4.9775
2011-10-25,3.945,3.965,4.105,4.51,2.25,4.448889802631579,4.682976900149032,4.99
2011-10-26,3.755,3.775,3.92,4.375,2.145,4.258675986842105,4.509053651266766,4.85
2011-10-27,3.9,3.92,4.06,4.495,2.24,4.397791940789473,4.640979880774963,4.9725
2011-10-28,3.965,3.985,4.13,4.545,2.26,4.448108552631579,4.689996274217585,5.015
2011-10-31,3.905,3.92,4.075,4.51,2.24,4.3871875,4.636758569299553,4.975
2011-11-01,3.805,3.805,3.96,4.405,2.175,4.279375,4.52701564828614,4.875
2011-11-02,3.71,3.68,3.835,4.25,2.05,4.174609375,4.409597615499255,4.735
2011-11-03,3.665,3.635,3.79,4.22,2.02,4.136044407894738,4.372231743666171,4.7125
2011-11-04,3.74,3.72,3.885,4.31,2.075,4.230028782894737,4.466803278688525,4.8075
2011-11-07,3.68,3.655,3.82,4.275,2.05,4.169983552631579,4.414407600596125,4.7675
2011-11-08,3.615,3.585,3.755,4.215,2.0,4.105785361842105,4.351438152011923,4.7125
2011-11-09,3.645,3.6,3.77,4.225,2.005,4.118026315789474,4.36516393442623,4.7275
2011-11-10,3.455,3.415,3.595,4.085,1.92,3.9541324013157895,4.221307749627422,4.62
2011-11-11,3.495,3.475,3.655,4.135,1.955,4.009876644736842,4.279292101341281,4.6725
2011-11-14,3.55,3.555,3.73,4.21,2.015,4.081776315789474,4.356419523099851,4.755
2011-11-15,3.41,3.42,3.6,4.08,1.935,3.9548355263157897,4.229359165424739,4.6275
2011-11-16,3.305,3.33,3.515,4.005,1.865,3.876484375,4.161490312965722,4.575
2011-11-17,3.315,3.34,3.545,4.07,1.915,3.9101973684210525,4.21543219076006,4.6675
2011-11-18,3.215,3.24,3.445,3.99,1.86,3.878104440789474,4.194269746646795,4.6675
2011-11-21,3.2,3.225,3.435,4.01,1.89,3.929539473684211,4.260920268256334,4.7525
2011-11-22,3.135,3.15,3.37,3.95,1.825,3.9216324013157893,4.257298807749628,4.7575
2011-11-23,3.085,3.09,3.31,3.905,1.77,3.8742351973684213,4.216184798807749,4.7175
2011-11-24,3.08,3.07,3.29,3.865,1.755,3.875365953947368,4.20032041728763,4.68
2011-11-25,3.025,3.03,3.255,3.85,1.75,3.8313157894736842,4.159307004470939,4.63
2011-11-28,3.055,3.075,3.305,3.88,1.76,3.8580180921052634,4.182026825633383,4.635
2011-11-29,3.125,3.145,3.375,3.97,1.8,3.9274342105263154,4.2535618479880775,4.7125
2011-11-30,3.12,3.15,3.375,3.93,1.77,3.928355263157895,4.2380663189269745,4.6625
2011-12-01,3.22,3.255,3.475,4.005,1.795,4.005822368421052,4.294672131147541,4.695
2011-12-02,3.215,3.255,3.48,4.005,1.775,3.9957565789473684,4.2670901639344265,4.68
2011-12-05,3.2,3.235,3.46,3.96,1.73,3.980024671052632,4.23782041728763,4.6275
2011-12-06,3.075,3.105,3.34,3.915,1.71,3.8468914473684213,4.137134873323397,4.575
2011-12-07,3.165,3.185,3.41,3.95,1.725,3.9231414473684207,4.199683308494784,4.61
2011-12-08,3.13,3.145,3.37,3.915,1.7,3.8880509868421047,4.165760059612518,4.57
2011-12-09,3.06,3.07,3.29,3.795,1.61,3.82953125,4.094370342771983,4.4675
2011-12-12,3.125,3.14,3.36,3.885,1.675,3.917771381578947,4.196516393442623,4.58
2011-12-13,3.075,3.08,3.305,3.805,1.615,3.89953125,4.1772056631892704,4.5475
2011-12-14,3.13,3.12,3.355,3.855,1.67,3.9280592105263157,4.21045827123696,4.59
2011-12-15,3.035,3.02,3.24,3.725,1.6,3.824473684210526,4.0955104321907605,4.4575
2011-12-16,3.08,3.065,3.28,3.785,1.7,3.8702425986842104,4.146657973174367,4.5175
2011-12-19,3.015,2.995,3.205,3.73,1.655,3.828717105263158,4.114150521609538,4.52
2011-12-20,3.04,3.015,3.225,3.73,1.61,3.8569654605263155,4.134746646795827,4.5225
2011-12-21,3.135,3.115,3.315,3.79,1.63,3.955625,4.217924739195231,4.5875
2011-12-22,3.135,3.11,3.305,3.75,1.59,3.9609375000000004,4.206028315946349,4.555
2011-12-23,3.155,3.135,3.315,3.74,1.585,3.9816611842105267,4.217008196721312,4.545
2011-12-28,3.235,3.215,3.385,3.775,1.61,4.063203125,4.284683308494784,4.585
2011-12-29,3.185,3.165,3.32,3.705,1.555,4.017171052631579,4.232976900149031,4.5225
2011-12-30,3.16,3.135,3.29,3.67,1.535,3.988614309210526,4.202265275707899,4.49
2012-01-03,3.315,3.29,3.445,3.835,1.63,4.147615131578948,4.363114754098361,4.655
2012-01-04,3.295,3.275,3.425,3.8,1.585,4.123980263157895,4.334906855439642,4.62
2012-01-05,3.27,3.245,3.39,3.79,1.535,4.094247532894737,4.311415797317437,4.6075
2012-01-06,3.24,3.215,3.365,3.795,1.53,4.071307565789474,4.30150521609538,4.6175
2012-01-09,3.18,3.16,3.31,3.745,1.465,4.012475328947369,4.255912816691505,4.565
2012-01-10,3.225,3.2,3.35,3.785,1.495,4.053560855263158,4.302060357675112,4.61
2012-01-11,3.235,3.21,3.36,3.78,1.49,4.062520559210527,4.305678092399404,4.6075
2012-01-12,3.225,3.19,3.345,3.745,1.475,4.041315789473685,4.2857078986587185,4.5775
2012-01-13,3.325,3.31,3.46,3.84,1.52,4.144013157894737,4.395324143070045,4.675
2012-01-16,3.155,3.135,3.29,3.67,1.395,3.9803125,4.226915052160955,4.51
2012-01-17,3.265,3.25,3.4,3.785,1.47,4.090020559210527,4.339023845007451,4.635
2012-01-18,3.235,3.23,3.375,3.755,1.45,4.070353618421052,4.312921013412817,4.6075
2012-01-19,3.205,3.2,3.34,3.74,1.445,4.043186677631579,4.292246646795827,4.595
2012-01-20,3.275,3.265,3.405,3.825,1.485,4.153223684210526,4.408353204172876,4.7325
2012-01-23,3.3,3.295,3.435,3.865,1.505,4.201451480263158,4.464910581222057,4.7925
2012-01-24,3.29,3.28,3.43,3.885,1.52,4.231480263157895,4.503811475409837,4.8575
2012-01-25,3.395,3.405,3.555,3.99,1.6,4.354420230263158,4.618975409836065,4.96
2012-01-27,3.27,3.275,3.415,3.815,1.44,4.227833059210527,4.477488822652758,4.785
2012-01-30,3.2,3.205,3.345,3.745,1.39,4.164712171052631,4.414642324888227,4.72
2012-01-31,3.165,3.165,3.305,3.715,1.36,4.130160361842105,4.387649031296572,4.695
2012-02-01,3.135,3.135,3.27,3.675,1.305,4.102861842105263,4.357131147540984,4.6525
2012-02-02,3.21,3.205,3.335,3.715,1.32,4.15234375,4.399545454545454,4.69
2012-02-03,3.205,3.205,3.335,3.715,1.305,4.14328947368421,4.388748137108793,4.68
2012-02-06,3.325,3.34,3.465,3.835,1.4,4.203980263157895,4.486672876304024,4.785
2012-02-07,3.495,3.48,3.59,3.93,1.48,4.304572368421053,4.57279433681073,4.85
2012-02-08,3.54,3.53,3.63,3.98,1.53,4.251155427631579,4.530078241430701,4.825
2012-02-09,3.615,3.605,3.705,4.05,1.6,4.2358059210526315,4.512581967213115,4.8075
2012-02-10,3.535,3.525,3.625,4.0,1.62,4.149321546052631,4.419787630402384,4.7375
2012-02-13,3.56,3.545,3.645,4.025,1.68,4.172499999999999,4.43978390461997,4.76
2012-02-14,3.525,3.515,3.61,3.99,1.655,4.155916940789473,4.422339791356185,4.735
2012-02-15,3.59,3.58,3.665,4.025,1.67,4.218421052631579,4.467947093889717,4.765
2012-02-16,3.535,3.52,3.59,3.925,1.55,4.161118421052632,4.3911475409836065,4.665
2012-02-17,3.645,3.63,3.695,4.05,1.625,4.27577302631579,4.507302533532041,4.79
2012-02-20,3.72,3.71,3.775,4.125,1.67,4.3510649671052635,4.582011922503726,4.86
2012-02-21,3.69,3.68,3.745,4.095,1.61,4.323618421052631,4.5511438152011925,4.83
2012-02-22,3.695,3.69,3.755,4.095,1.575,4.33618009868421,4.556713859910581,4.8325
2012-02-23,3.655,3.65,3.72,4.04,1.545,4.296718749999999,4.503595380029806,4.7725
2012-02-24,3.71,3.71,3.775,4.095,1.6,4.35663240131579,4.558811475409836,4.8275
2012-02-27,3.675,3.67,3.735,4.035,1.56,4.31953125,4.517295081967212,4.775
2012-02-28,3.63,3.615,3.675,3.975,1.52,4.270172697368421,4.4736922503725784,4.7225
2012-02-29,3.615,3.615,3.68,3.97,1.515,4.298684210526315,4.506508941877794,4.7575
2012-03-01,3.705,3.7,3.765,4.035,1.54,4.388577302631579,4.586907514450867,4.95
2012-03-02,3.76,3.765,3.835,4.115,1.575,4.440254934210527,4.637601156069364,5.0075
2012-03-05,3.7,3.705,3.775,4.035,1.525,4.385896381578947,4.573294797687862,4.925
2012-03-06,3.635,3.635,3.71,4.0,1.515,4.322409539473685,4.514602601156069,4.905
2012-03-07,3.555,3.55,3.63,3.96,1.48,4.246435032894738,4.442760115606936,4.8725
2012-03-08,3.565,3.555,3.635,3.95,1.44,4.256776315789474,4.447702312138728,4.8625
2012-03-09,3.63,3.625,3.695,4.01,1.47,4.324231085526316,4.5082803468208095,4.9275
2012-03-12,3.56,3.55,3.62,3.915,1.415,4.255559210526315,4.440628612716763,4.835
2012-03-13,3.57,3.56,3.63,3.925,1.435,4.263671875,4.45356936416185,4.85
2012-03-14,3.65,3.65,3.725,4.065,1.525,4.350781250000001,4.550390173410404,4.985
2012-03-15,3.8,3.81,3.9,4.35,1.7,4.481837993421053,4.701083815028901,5.145
2012-03-16,3.78,3.795,3.885,4.325,1.675,4.459078947368421,4.677976878612716,5.115
2012-03-19,3.79,3.805,3.895,4.36,1.71,4.465189144736842,4.684393063583815,5.1425
2012-03-20,3.76,3.77,3.87,4.365,1.725,4.418157894736842,4.642839595375722,5.13
2012-03-21,3.745,3.76,3.87,4.385,1.755,4.410974506578947,4.644234104046244,5.1475
2012-03-22,3.695,3.71,3.81,4.32,1.73,4.3638404605263155,4.59110549132948,5.0875
2012-03-23,3.67,3.68,3.785,4.285,1.71,4.336854440789474,4.563554913294798,5.055
2012-03-26,3.67,3.68,3.78,4.28,1.7,4.337927631578947,4.564421965317919,5.0525
2012-03-27,3.68,3.69,3.79,4.27,1.68,4.35077302631579,4.565809248554913,5.0225
2012-03-28,3.6,3.605,3.705,4.185,1.62,4.266217105263158,4.481632947976879,4.94
2012-03-29,3.505,3.51,3.615,4.1,1.575,4.171574835526316,4.393945086705203,4.85
2012-03-30,3.47,3.475,3.58,4.08,1.545,4.13686677631579,4.365599710982659,4.8325
2012-04-02,3.515,3.52,3.63,4.125,1.57,4.185341282894737,4.4194508670520225,4.89
2012-04-03,3.44,3.44,3.555,4.055,1.52,4.128133223684211,4.3770158959537575,4.85
