Date,1y Yield,2y Yield,5y Yield,10y Yield,20y Yield,30y Yield,year,inflation,Unnamed: 2,real_interest_rate
1997-11-22,,,,5.516,,,1997-01-01,1.5,in %,3.9566502463054487
1997-11-23,,,,5.516,,,1997-01-01,1.5,in %,3.9566502463054487
1997-11-24,4.09,4.098,5.041,5.488,5.87,6.085,1997-01-01,1.5,in %,3.9290640394088916
1997-11-25,4.09,4.063,5.037,5.465,5.85,6.064,1997-01-01,1.5,in %,3.906403940886727
1997-11-26,4.1,4.069,5.06,5.48,5.863,6.069,1997-01-01,1.5,in %,3.9211822660098594
1997-11-27,4.09,4.093,5.074,5.497,5.861,6.073,1997-01-01,1.5,in %,3.9379310344827667
1997-11-28,4.09,4.075,5.045,5.457,5.822,6.035,1997-01-01,1.5,in %,3.8985221674876946
1997-11-29,,,,5.457,,,1997-01-01,1.5,in %,3.8985221674876946
1997-11-30,,,,5.447,,,1997-01-01,1.5,in %,3.888669950738932
1997-12-01,4.08,4.063,5.052,5.458,5.816,6.029,1997-01-01,1.5,in %,3.899507389162582
1997-12-02,4.07,4.105,5.03,5.41,5.768,5.983,1997-01-01,1.5,in %,3.8522167487684777
1997-12-03,4.09,4.188,5.05,5.419,5.773,5.972,1997-01-01,1.5,in %,3.861083743842375
1997-12-04,4.1,4.159,5.016,5.392,5.745,5.947,1997-01-01,1.5,in %,3.8344827586207053
1997-12-05,4.09,4.045,5.039,5.428,5.784,5.96,1997-01-01,1.5,in %,3.8699507389162724
1997-12-06,,,,5.428,,,1997-01-01,1.5,in %,3.8699507389162724
1997-12-07,,,,5.412,,,1997-01-01,1.5,in %,3.8541871921182302
1997-12-08,4.12,4.183,5.009,5.379,5.735,5.917,1997-01-01,1.5,in %,3.821674876847303
1997-12-09,4.1,4.189,5.028,5.385,5.748,5.946,1997-01-01,1.5,in %,3.8275862068965605
1997-12-10,4.1,4.232,5.024,5.395,5.747,5.943,1997-01-01,1.5,in %,3.837438423645323
1997-12-11,4.07,4.202,4.912,5.305,5.687,5.881,1997-01-01,1.5,in %,3.7487684729064163
1997-12-12,4.05,4.13,4.874,5.278,5.634,5.85,1997-01-01,1.5,in %,3.7221674876847466
1997-12-13,,,,5.274,,,1997-01-01,1.5,in %,3.7182266009852416
1997-12-14,,,,5.274,,,1997-01-01,1.5,in %,3.7182266009852416
1997-12-15,4.05,4.142,4.879,5.289,5.638,5.835,1997-01-01,1.5,in %,3.7330049261083964
1997-12-16,4.05,4.16,4.886,5.289,5.636,5.843,1997-01-01,1.5,in %,3.7330049261083964
1997-12-17,4.04,4.179,4.915,5.313,5.664,5.873,1997-01-01,1.5,in %,3.7566502463054263
1997-12-18,4.05,4.131,4.862,5.272,5.623,5.839,1997-01-01,1.5,in %,3.716256157635489
1997-12-19,3.98,4.07,4.878,5.252,5.623,5.818,1997-01-01,1.5,in %,3.696551724137942
1997-12-20,,,,5.246,,,1997-01-01,1.5,in %,3.6906403940886845
1997-12-22,3.97,4.092,4.792,5.25,5.615,5.823,1997-01-01,1.5,in %,3.6945812807881895
1997-12-23,3.95,4.08,4.786,5.23,5.592,5.82,1997-01-01,1.5,in %,3.6748768472906423
1997-12-24,,4.068,4.785,5.233,,5.827,1997-01-01,1.5,in %,3.677832512315282
1997-12-25,,4.03,4.787,5.233,,,1997-01-01,1.5,in %,3.677832512315282
1997-12-26,,4.074,4.783,5.233,,,1997-01-01,1.5,in %,3.677832512315282
1997-12-27,,,,5.233,,,1997-01-01,1.5,in %,3.677832512315282
1997-12-28,,,,5.234,,,1997-01-01,1.5,in %,3.6788177339901695
1997-12-29,3.95,4.123,4.826,5.255,5.615,5.839,1997-01-01,1.5,in %,3.699507389162582
1997-12-30,3.94,4.209,4.88,5.374,5.735,5.895,1997-01-01,1.5,in %,3.8167487684729107
1997-12-31,,4.155,4.879,5.349,,5.92,1997-01-01,1.5,in %,3.7921182266009934
1998-01-01,,4.149,4.879,5.33,,,1998-01-01,0.61,in %,4.691382566345292
1998-01-02,3.95,4.144,4.869,5.312,5.664,5.898,1998-01-01,0.61,in %,4.673491700626187
1998-01-04,,,,5.312,,,1998-01-01,0.61,in %,4.673491700626187
1998-01-05,3.94,4.084,4.785,5.198,5.734,5.756,1998-01-01,0.61,in %,4.560182884405117
1998-01-06,3.92,4.089,4.796,5.204,5.529,5.739,1998-01-01,0.61,in %,4.566146506311508
1998-01-07,3.91,4.071,4.804,5.185,5.497,5.735,1998-01-01,0.61,in %,4.5472617036079965
1998-01-08,3.9,3.912,4.643,5.1,5.413,5.671,1998-01-01,0.61,in %,4.462777059934386
1998-01-09,3.88,3.901,4.632,5.083,5.389,5.635,1998-01-01,0.61,in %,4.4458801311996865
1998-01-11,,,,5.083,,,1998-01-01,0.61,in %,4.4458801311996865
1998-01-12,3.83,3.846,4.601,5.045,5.366,5.59,1998-01-01,0.61,in %,4.408110525792686
1998-01-13,3.82,3.845,4.594,5.034,5.37,5.617,1998-01-01,0.61,in %,4.397177218964332
1998-01-14,3.81,3.865,4.592,5.046,5.341,5.619,1998-01-01,0.61,in %,4.409104462777047
1998-01-15,3.84,3.886,4.613,5.08,5.346,5.647,1998-01-01,0.61,in %,4.442898320246491
1998-01-16,3.82,3.82,4.595,5.055,5.379,5.677,1998-01-01,0.61,in %,4.418049895636633
1998-01-18,,,,5.082,,,1998-01-01,0.61,in %,4.444886194215303
1998-01-19,3.81,3.824,4.591,5.065,5.398,5.661,1998-01-01,0.61,in %,4.427989265480581
1998-01-20,3.8,3.835,4.599,5.064,5.394,5.629,1998-01-01,0.61,in %,4.426995328496175
1998-01-21,3.8,3.922,4.67,5.096,5.429,5.64,1998-01-01,0.61,in %,4.458801311996807
1998-01-22,3.83,3.921,4.663,5.104,5.441,5.673,1998-01-01,0.61,in %,4.466752807871988
1998-01-23,3.84,3.904,4.647,5.113,5.474,5.703,1998-01-01,0.61,in %,4.475698240731529
1998-01-24,,,,5.115,,,1998-01-01,0.61,in %,4.477686114700341
1998-01-25,,,,5.119,,,1998-01-01,0.61,in %,4.48166186263792
1998-01-26,3.83,3.847,4.601,5.088,5.432,5.685,1998-01-01,0.61,in %,4.450849816121671
1998-01-27,3.79,3.836,4.619,5.096,5.467,5.68,1998-01-01,0.61,in %,4.458801311996807
1998-01-28,3.81,3.862,4.633,5.105,5.474,5.675,1998-01-01,0.61,in %,4.467746744856371
1998-01-29,3.8,3.834,4.566,5.074,5.411,5.657,1998-01-01,0.61,in %,4.4369346983401226
1998-01-30,3.79,3.816,4.577,5.054,5.407,5.655,1998-01-01,0.61,in %,4.417055958652227
1998-01-31,,,,5.055,,,1998-01-01,0.61,in %,4.418049895636633
1998-02-01,,,,5.055,,,1998-01-01,0.61,in %,4.418049895636633
1998-02-02,3.81,3.855,4.591,5.065,5.431,5.65,1998-01-01,0.61,in %,4.427989265480581
1998-02-03,3.8,3.843,4.558,5.053,5.402,5.651,1998-01-01,0.61,in %,4.4160620216678215
1998-02-04,3.77,3.886,4.543,5.096,5.397,5.685,1998-01-01,0.61,in %,4.458801311996807
1998-02-05,3.8,3.891,4.598,5.132,5.48,5.703,1998-01-01,0.61,in %,4.494583043435041
1998-02-06,3.79,3.89,4.603,5.094,5.445,5.677,1998-01-01,0.61,in %,4.456813438028018
1998-02-07,,,,5.087,,,1998-01-01,0.61,in %,4.4498558791372655
1998-02-08,,,,5.087,,,1998-01-01,0.61,in %,4.4498558791372655
1998-02-09,3.81,3.89,4.589,5.107,5.446,5.683,1998-01-01,0.61,in %,4.469734618825161
1998-02-10,3.79,3.883,4.579,5.073,5.416,5.648,1998-01-01,0.61,in %,4.435940761355717
1998-02-11,3.78,3.859,4.523,5.01,5.347,5.582,1998-01-01,0.61,in %,4.373322731338836
1998-02-12,3.8,3.852,4.505,4.981,5.303,5.539,1998-01-01,0.61,in %,4.344498558791354
1998-02-13,3.78,3.857,4.517,4.986,5.317,5.525,1998-01-01,0.61,in %,4.349468243713361
1998-02-15,,,,4.986,,,1998-01-01,0.61,in %,4.349468243713361
1998-02-16,3.76,3.851,4.507,4.971,5.302,5.526,1998-01-01,0.61,in %,4.334559188947407
1998-02-17,3.76,3.81,4.454,4.919,5.253,5.467,1998-01-01,0.61,in %,4.282874465758879
1998-02-18,3.74,3.814,4.476,4.937,5.277,5.471,1998-01-01,0.61,in %,4.300765331477985
1998-02-19,3.75,3.836,4.489,4.936,5.287,5.518,1998-01-01,0.61,in %,4.299771394493601
1998-02-20,3.75,3.847,4.497,4.96,5.313,5.532,1998-01-01,0.61,in %,4.323625882119075
1998-02-21,,,,4.958,,,1998-01-01,0.61,in %,4.321638008150286
1998-02-22,,,,4.958,,,1998-01-01,0.61,in %,4.321638008150286
1998-02-23,3.73,3.829,4.487,4.951,5.305,5.476,1998-01-01,0.61,in %,4.314680449259511
1998-02-24,3.73,3.84,4.481,4.944,5.307,5.479,1998-01-01,0.61,in %,4.307722890368737
1998-02-25,3.77,3.889,4.518,4.922,5.267,5.501,1998-01-01,0.61,in %,4.285856276712052
1998-02-26,3.75,3.853,4.482,4.93,5.275,5.488,1998-01-01,0.61,in %,4.29380777258721
1998-02-27,3.74,3.87,4.504,4.944,5.288,5.49,1998-01-01,0.61,in %,4.307722890368737
1998-02-28,,,,4.944,,,1998-01-01,0.61,in %,4.307722890368737
1998-03-01,,,,4.944,,,1998-01-01,0.61,in %,4.307722890368737
1998-03-02,3.76,3.852,4.49,4.932,5.282,5.496,1998-01-01,0.61,in %,4.295795646556022
1998-03-03,3.77,3.904,4.541,4.972,5.335,5.511,1998-01-01,0.61,in %,4.3355531259318125
1998-03-04,3.76,3.95,4.615,5.114,5.413,5.553,1998-01-01,0.61,in %,4.476692177715935
1998-03-05,3.78,3.89,4.527,5.1,5.392,5.599,1998-01-01,0.61,in %,4.462777059934386
1998-03-06,3.77,3.889,4.53,4.998,5.354,5.584,1998-01-01,0.61,in %,4.361395487526076
1998-03-07,,,,4.994,,,1998-01-01,0.61,in %,4.3574197395885195
1998-03-08,,,,4.994,,,1998-01-01,0.61,in %,4.3574197395885195
1998-03-09,3.78,3.871,4.463,4.936,5.278,5.521,1998-01-01,0.61,in %,4.299771394493601
1998-03-10,3.75,3.841,4.46,4.92,5.272,5.499,1998-01-01,0.61,in %,4.283868402743263
1998-03-11,3.72,3.856,4.473,4.907,5.262,5.464,1998-01-01,0.61,in %,4.27094722194612
1998-03-12,3.73,3.844,4.42,4.859,5.195,5.427,1998-01-01,0.61,in %,4.223238246695149
1998-03-13,3.73,3.873,4.455,4.883,5.226,5.43,1998-01-01,0.61,in %,4.2470927343206455
1998-03-14,,,,4.878,,,1998-01-01,0.61,in %,4.242123049398683
1998-03-15,,,,4.878,,,1998-01-01,0.61,in %,4.242123049398683
1998-03-16,3.73,3.872,4.445,4.865,5.206,5.426,1998-01-01,0.61,in %,4.22920186860154
1998-03-17,3.74,3.902,4.448,4.87,5.215,5.413,1998-01-01,0.61,in %,4.2341715535235025
1998-03-18,3.73,3.906,4.438,4.859,5.203,5.421,1998-01-01,0.61,in %,4.223238246695149
1998-03-19,3.74,3.99,4.517,4.909,5.247,5.432,1998-01-01,0.61,in %,4.2729350959149315
1998-03-20,3.78,3.984,4.483,4.863,5.204,5.417,1998-01-01,0.61,in %,4.227213994632728
1998-03-21,,,,4.863,,,1998-01-01,0.61,in %,4.227213994632728
1998-03-22,,,,4.863,,,1998-01-01,0.61,in %,4.227213994632728
1998-03-23,3.8,3.965,4.479,4.885,5.221,5.439,1998-01-01,0.61,in %,4.249080608289435
1998-03-24,3.79,3.934,4.458,4.854,5.191,5.421,1998-01-01,0.61,in %,4.218268561773186
1998-03-25,3.79,3.981,4.498,4.885,5.224,5.408,1998-01-01,0.61,in %,4.249080608289435
1998-03-26,3.81,3.963,4.476,4.88,5.2,5.428,1998-01-01,0.61,in %,4.24411092336745
1998-03-27,3.81,3.956,4.967,4.881,5.216,5.446,1998-01-01,0.61,in %,4.245104860351856
1998-03-28,,,,4.881,,,1998-01-01,0.61,in %,4.245104860351856
1998-03-29,,,,4.881,,,1998-01-01,0.61,in %,4.245104860351856
1998-03-30,3.83,4.005,4.55,4.921,5.264,5.503,1998-01-01,0.61,in %,4.284862339727669
1998-03-31,3.9,4.017,4.531,4.904,5.249,5.484,1998-01-01,0.61,in %,4.267965410992947
1998-04-01,3.93,4.059,4.574,4.939,5.273,5.485,1998-01-01,0.61,in %,4.302753205446774
1998-04-02,3.89,4.021,4.533,4.9,5.217,5.453,1998-01-01,0.61,in %,4.263989663055345
1998-04-03,3.89,3.971,4.483,4.834,5.153,5.388,1998-01-01,0.61,in %,4.198389822085291
1998-04-04,,,,4.834,,,1998-01-01,0.61,in %,4.198389822085291
1998-04-06,3.89,4.074,4.52,4.84,5.166,5.383,1998-01-01,0.61,in %,4.20435344399166
1998-04-07,3.92,4.091,4.543,4.861,5.167,5.394,1998-01-01,0.61,in %,4.225226120663961
1998-04-08,3.93,4.085,4.53,4.866,5.164,5.393,1998-01-01,0.61,in %,4.2301958055859235
1998-04-09,3.93,4.085,4.537,4.857,5.161,5.39,1998-01-01,0.61,in %,4.2212503727263595
1998-04-11,,,,4.848,,,1998-01-01,0.61,in %,4.212304939866818
1998-04-13,,4.08,4.526,4.86,,,1998-01-01,0.61,in %,4.224232183679555
1998-04-14,3.95,4.096,4.539,5.04,5.156,5.404,1998-01-01,0.61,in %,4.4031408408706785
1998-04-15,3.95,4.135,4.572,4.869,5.167,5.394,1998-01-01,0.61,in %,4.233177616539097
1998-04-16,3.96,4.124,4.991,4.862,5.152,5.395,1998-01-01,0.61,in %,4.226220057648367
1998-04-17,3.95,4.119,4.566,4.863,5.155,5.391,1998-01-01,0.61,in %,4.227213994632728
1998-04-19,,,,4.854,,,1998-01-01,0.61,in %,4.218268561773186
1998-04-20,3.98,4.141,4.591,4.894,5.196,5.399,1998-01-01,0.61,in %,4.258026041148999
1998-04-21,3.99,4.152,4.62,5.04,5.224,5.435,1998-01-01,0.61,in %,4.4031408408706785
1998-04-22,3.95,4.091,4.597,4.931,5.237,5.461,1998-01-01,0.61,in %,4.294801709571616
1998-04-23,3.97,4.074,4.581,4.934,5.226,5.467,1998-01-01,0.61,in %,4.297783520524789
1998-04-24,3.93,4.097,4.586,4.926,5.221,5.47,1998-01-01,0.61,in %,4.2898320246496535
1998-04-26,,,,4.926,,,1998-01-01,0.61,in %,4.2898320246496535
1998-04-27,3.95,4.153,4.663,5.017,5.345,5.574,1998-01-01,0.61,in %,4.38028029022961
1998-04-28,3.95,4.131,4.652,5.016,5.337,5.588,1998-01-01,0.61,in %,4.379286353245204
1998-04-29,4.0,4.199,4.697,5.04,5.357,5.591,1998-01-01,0.61,in %,4.4031408408706785
1998-04-30,3.95,4.165,4.652,4.986,5.288,5.532,1998-01-01,0.61,in %,4.349468243713361
1998-05-01,,4.154,4.595,4.906,,,1998-01-01,0.61,in %,4.269953284961736
1998-05-03,3.95,,4.667,4.906,,,1998-01-01,0.61,in %,4.269953284961736
1998-05-04,3.98,4.165,4.638,4.952,5.255,5.496,1998-01-01,0.61,in %,4.315674386243917
1998-05-05,4.04,4.194,4.672,4.982,5.285,5.511,1998-01-01,0.61,in %,4.34549249577576
1998-05-06,3.99,4.189,4.66,4.981,5.302,5.532,1998-01-01,0.61,in %,4.344498558791354
1998-05-07,3.98,4.166,4.657,5.002,5.321,5.552,1998-01-01,0.61,in %,4.365371235463678
1998-05-08,4.0,4.109,4.606,4.979,5.295,5.546,1998-01-01,0.61,in %,4.342510684822587
1998-05-09,,,,4.973,,,1998-01-01,0.61,in %,4.336547062916218
1998-05-10,,,,4.951,,,1998-01-01,0.61,in %,4.314680449259511
1998-05-11,3.94,4.12,4.642,4.988,5.315,5.558,1998-01-01,0.61,in %,4.351456117682129
1998-05-12,3.95,4.138,4.671,5.04,5.352,5.611,1998-01-01,0.61,in %,4.4031408408706785
1998-05-13,3.95,4.115,4.622,5.007,5.335,5.575,1998-01-01,0.61,in %,4.3703409203856625
1998-05-14,3.94,4.103,4.636,4.99,5.335,5.56,1998-01-01,0.61,in %,4.35344399165094
1998-05-15,3.94,4.121,4.648,5.004,5.348,5.579,1998-01-01,0.61,in %,4.367359109432467
1998-05-17,,,,5.004,,,1998-01-01,0.61,in %,4.367359109432467
1998-05-18,3.94,4.115,4.651,4.995,5.329,5.572,1998-01-01,0.61,in %,4.358413676572903
1998-05-19,3.96,4.11,4.641,4.98,5.314,5.556,1998-01-01,0.61,in %,4.343504621806993
1998-05-20,3.93,4.11,4.598,4.939,5.278,5.512,1998-01-01,0.61,in %,4.302753205446774
1998-05-21,,4.11,4.599,4.918,,,1998-01-01,0.61,in %,4.281880528774473
1998-05-22,3.92,4.092,4.577,4.929,5.253,5.495,1998-01-01,0.61,in %,4.292813835602827
1998-05-23,,,,4.908,,,1998-01-01,0.61,in %,4.271941158930526
1998-05-25,3.91,4.081,4.574,4.916,5.246,5.488,1998-01-01,0.61,in %,4.279892654805706
1998-05-26,3.9,4.069,4.542,4.887,5.217,5.454,1998-01-01,0.61,in %,4.2510684822582245
1998-05-27,3.89,4.022,4.512,4.887,5.224,5.442,1998-01-01,0.61,in %,4.2510684822582245
1998-05-28,3.94,4.016,4.529,4.897,5.235,5.462,1998-01-01,0.61,in %,4.261007852102172
1998-05-29,3.88,3.992,4.466,4.828,5.197,5.427,1998-01-01,0.61,in %,4.1924262001789225
1998-05-30,,,,4.865,,,1998-01-01,0.61,in %,4.22920186860154
1998-05-31,,,,4.865,,,1998-01-01,0.61,in %,4.22920186860154
1998-06-01,,3.992,4.5,4.838,,,1998-01-01,0.61,in %,4.20236557002287
1998-06-02,3.87,4.004,4.498,4.847,5.169,5.407,1998-01-01,0.61,in %,4.211311002882412
1998-06-03,3.87,4.01,4.512,4.865,5.19,5.42,1998-01-01,0.61,in %,4.22920186860154
1998-06-04,3.9,4.057,4.526,4.865,5.182,5.415,1998-01-01,0.61,in %,4.22920186860154
1998-06-05,3.92,4.069,4.523,4.853,5.155,5.4,1998-01-01,0.61,in %,4.2172746247887805
1998-06-06,,,,4.836,,,1998-01-01,0.61,in %,4.200377696054058
1998-06-07,,,,4.836,,,1998-01-01,0.61,in %,4.200377696054058
1998-06-08,3.88,4.081,4.529,4.844,5.161,5.38,1998-01-01,0.61,in %,4.208329191929239
1998-06-09,3.94,4.117,4.557,4.858,5.184,5.418,1998-01-01,0.61,in %,4.222244309710765
1998-06-10,3.94,4.051,4.481,4.815,5.113,5.352,1998-01-01,0.61,in %,4.179505019381757
1998-06-11,,4.021,4.469,4.761,,,1998-01-01,0.61,in %,4.125832422224418
1998-06-12,3.9,3.979,4.42,4.772,5.092,5.317,1998-01-01,0.61,in %,4.1367657290527715
1998-06-14,,,,4.764,,,1998-01-01,0.61,in %,4.128814233177613
1998-06-15,3.87,3.471,4.41,4.752,5.069,5.304,1998-01-01,0.61,in %,4.116886989364876
1998-06-16,3.88,4.015,4.446,4.774,5.105,5.321,1998-01-01,0.61,in %,4.138753603021561
1998-06-17,3.88,4.009,4.478,4.823,5.141,5.347,1998-01-01,0.61,in %,4.187456515256938
1998-06-18,3.91,4.015,4.459,4.8,5.115,5.35,1998-01-01,0.61,in %,4.164595964615847
1998-06-19,3.89,4.033,4.491,4.82,5.131,5.374,1998-01-01,0.61,in %,4.184474704303742
1998-06-20,,,,4.802,,,1998-01-01,0.61,in %,4.1665838385846365
1998-06-21,,,,4.802,,,1998-01-01,0.61,in %,4.1665838385846365
1998-06-22,3.89,4.021,4.47,4.776,5.103,5.328,1998-01-01,0.61,in %,4.140741476990373
1998-06-23,,4.015,4.429,4.756,5.095,5.33,1998-01-01,0.61,in %,4.120862737302455
1998-06-24,3.87,3.996,4.424,4.744,5.092,5.32,1998-01-01,0.61,in %,4.108935493489696
1998-06-25,3.87,3.972,4.418,4.762,5.108,5.337,1998-01-01,0.61,in %,4.126826359208824
1998-06-26,3.9,3.959,4.386,4.756,5.099,5.336,1998-01-01,0.61,in %,4.120862737302455
1998-06-28,,,,4.756,,,1998-01-01,0.61,in %,4.120862737302455
1998-06-29,3.87,3.965,4.391,4.76,5.106,5.334,1998-01-01,0.61,in %,4.124838485240034
1998-06-30,3.87,3.978,4.403,4.776,5.127,5.35,1998-01-01,0.61,in %,4.140741476990373
1998-07-01,3.87,3.99,4.424,4.796,5.107,5.347,1998-01-01,0.61,in %,4.160620216678268
1998-07-02,,3.94,4.374,4.734,5.088,5.304,1998-01-01,0.61,in %,4.098996123645748
1998-07-03,3.87,3.934,4.362,4.733,5.071,5.304,1998-01-01,0.61,in %,4.098002186661365
1998-07-04,,,,4.743,,,1998-01-01,0.61,in %,4.1079415565053345
1998-07-05,,,,4.733,,,1998-01-01,0.61,in %,4.098002186661365
1998-07-06,3.84,3.909,4.323,4.698,5.044,5.279,1998-01-01,0.61,in %,4.063214392207537
1998-07-07,3.87,3.921,4.351,4.713,5.076,5.286,1998-01-01,0.61,in %,4.078123446973447
1998-07-08,3.84,3.937,4.384,4.715,5.066,5.282,1998-01-01,0.61,in %,4.080111320942259
1998-07-10,3.83,3.909,4.352,4.661,5.038,5.258,1998-01-01,0.61,in %,4.02643872378492
1998-07-11,,,,4.66,,,1998-01-01,0.61,in %,4.025444786800514
1998-07-12,,,,4.66,,,1998-01-01,0.61,in %,4.025444786800514
1998-07-13,3.83,3.936,4.389,4.702,5.084,5.317,1998-01-01,0.61,in %,4.067190140145116
1998-07-15,3.82,3.919,4.387,4.697,5.08,5.306,1998-01-01,0.61,in %,4.062220455223131
1998-07-16,3.81,3.924,4.388,4.697,5.068,5.297,1998-01-01,0.61,in %,4.062220455223131
1998-07-17,3.8,3.929,4.404,4.697,5.071,5.297,1998-01-01,0.61,in %,4.062220455223131
1998-07-18,,,,4.68,,,1998-01-01,0.61,in %,4.045323526488409
1998-07-19,,,,4.68,,,1998-01-01,0.61,in %,4.045323526488409
1998-07-20,3.81,3.896,4.36,4.697,5.039,5.28,1998-01-01,0.61,in %,4.062220455223131
1998-07-21,3.82,3.907,4.37,4.697,5.048,5.271,1998-01-01,0.61,in %,4.062220455223131
1998-07-22,3.81,3.934,4.388,4.697,5.054,5.28,1998-01-01,0.61,in %,4.062220455223131
1998-07-23,3.8,3.928,4.376,4.697,5.053,5.278,1998-01-01,0.61,in %,4.062220455223131
1998-07-24,3.81,3.928,4.367,4.696,5.04,5.271,1998-01-01,0.61,in %,4.061226518238725
1998-07-25,,,,4.696,,,1998-01-01,0.61,in %,4.061226518238725
1998-07-26,,,,4.657,,,1998-01-01,0.61,in %,4.022462975847341
1998-07-27,3.79,3.922,4.381,4.65,5.042,5.264,1998-01-01,0.61,in %,4.015505416956566
1998-07-28,3.8,3.894,4.344,4.629,5.022,5.257,1998-01-01,0.61,in %,3.994632740284265
1998-07-29,3.83,3.927,4.356,4.696,5.035,5.258,1998-01-01,0.61,in %,4.061226518238725
1998-07-30,3.81,3.916,4.359,4.696,5.031,5.258,1998-01-01,0.61,in %,4.061226518238725
1998-07-31,3.8,3.927,4.358,4.696,5.026,5.255,1998-01-01,0.61,in %,4.061226518238725
1998-08-03,3.8,3.887,4.314,4.696,4.983,5.238,1998-01-01,0.61,in %,4.061226518238725
1998-08-04,3.8,3.875,4.297,4.696,4.97,5.21,1998-01-01,0.61,in %,4.061226518238725
1998-08-05,3.79,3.892,4.316,4.696,4.977,5.205,1998-01-01,0.61,in %,4.061226518238725
1998-08-06,3.8,3.874,4.299,4.696,4.974,5.203,1998-01-01,0.61,in %,4.061226518238725
1998-08-07,3.8,3.84,4.255,4.696,4.935,5.17,1998-01-01,0.61,in %,4.061226518238725
1998-08-10,3.78,3.794,4.23,4.696,4.918,5.147,1998-01-01,0.61,in %,4.061226518238725
1998-08-11,3.78,3.742,4.16,4.696,4.863,5.086,1998-01-01,0.61,in %,4.061226518238725
1998-08-12,3.75,3.764,4.189,4.696,4.902,5.13,1998-01-01,0.61,in %,4.061226518238725
1998-08-13,3.73,3.746,4.19,4.696,4.921,5.14,1998-01-01,0.61,in %,4.061226518238725
1998-08-14,3.74,3.717,4.167,4.696,4.892,5.137,1998-01-01,0.61,in %,4.061226518238725
1998-08-15,,,,4.449,,,1998-01-01,0.61,in %,3.8157240830931194
1998-08-16,,,,4.449,,,1998-01-01,0.61,in %,3.8157240830931194
1998-08-17,3.71,3.688,4.118,4.696,4.874,5.115,1998-01-01,0.61,in %,4.061226518238725
1998-08-18,3.72,3.71,4.126,4.696,4.876,5.113,1998-01-01,0.61,in %,4.061226518238725
1998-08-19,3.73,3.697,4.133,4.426,4.862,5.13,1998-01-01,0.61,in %,3.792863532452029
1998-08-20,3.7,3.656,4.056,4.34,4.815,5.055,1998-01-01,0.61,in %,3.707384951794057
1998-08-21,3.67,3.644,3.942,4.33,4.756,4.971,1998-01-01,0.61,in %,3.6974455819500873
1998-08-23,,,,4.33,,,1998-01-01,0.61,in %,3.6974455819500873
1998-08-24,3.69,3.528,3.974,4.33,4.809,5.051,1998-01-01,0.61,in %,3.6974455819500873
1998-08-25,3.66,3.504,3.982,4.33,4.736,5.0,1998-01-01,0.61,in %,3.6974455819500873
1998-08-26,3.67,3.607,4.048,4.33,4.848,5.061,1998-01-01,0.61,in %,3.6974455819500873
1998-08-27,3.67,3.554,3.929,4.218,4.743,4.968,1998-01-01,0.61,in %,3.586124639697852
1998-08-28,3.63,3.489,3.885,4.2,4.765,4.962,1998-01-01,0.61,in %,3.568233773978724
1998-08-29,,,,4.214,,,1998-01-01,0.61,in %,3.582148891760273
1998-08-30,,,,4.214,,,1998-01-01,0.61,in %,3.582148891760273
1998-08-31,3.64,3.442,3.89,4.199,4.762,5.019,1998-01-01,0.61,in %,3.5672398369943403
1998-09-01,3.6,3.487,3.938,4.199,4.903,5.064,1998-01-01,0.61,in %,3.5672398369943403
1998-09-02,3.65,3.549,3.981,4.199,4.866,5.101,1998-01-01,0.61,in %,3.5672398369943403
1998-09-03,3.63,3.525,3.896,4.234,4.809,5.039,1998-01-01,0.61,in %,3.602027631448168
1998-09-04,3.61,3.542,3.892,4.219,4.762,5.041,1998-01-01,0.61,in %,3.5871185766822355
1998-09-06,,,,4.219,,,1998-01-01,0.61,in %,3.5871185766822355
1998-09-07,3.62,3.482,3.91,4.198,4.794,5.036,1998-01-01,0.61,in %,3.5662459000099345
1998-09-08,3.62,3.57,3.911,4.241,4.796,5.052,1998-01-01,0.61,in %,3.6089851903389425
1998-09-10,3.58,3.401,3.607,4.041,4.615,4.941,1998-01-01,0.61,in %,3.4101977934599015
1998-09-11,3.53,3.382,3.688,4.002,4.638,4.913,1998-01-01,0.61,in %,3.3714342510684725
1998-09-12,,,,3.935,,,1998-01-01,0.61,in %,3.3048404731140124
1998-09-13,,,,3.935,,,1998-01-01,0.61,in %,3.3048404731140124
1998-09-14,3.56,3.476,3.753,4.043,4.696,4.924,1998-01-01,0.61,in %,3.412185667428691
1998-09-15,3.55,3.464,3.747,4.002,4.641,4.917,1998-01-01,0.61,in %,3.3714342510684725
1998-09-16,3.56,3.563,3.818,4.01,4.624,4.903,1998-01-01,0.61,in %,3.379385746943653
1998-09-17,3.57,3.544,3.755,3.947,4.561,4.837,1998-01-01,0.61,in %,3.3167677169267273
1998-09-18,3.57,3.555,3.79,3.957,4.538,4.836,1998-01-01,0.61,in %,3.3267070867707194
1998-09-19,,,,3.973,,,1998-01-01,0.61,in %,3.3426100785210355
1998-09-21,3.58,3.519,3.715,3.882,4.458,4.73,1998-01-01,0.61,in %,3.2521618129410568
1998-09-22,3.58,3.542,3.757,3.934,4.475,4.784,1998-01-01,0.61,in %,3.3038465361296065
1998-09-23,3.6,3.527,3.757,3.971,4.554,4.871,1998-01-01,0.61,in %,3.340622204552224
1998-09-24,3.6,3.49,3.76,3.939,4.58,4.911,1998-01-01,0.61,in %,3.3088162210515915
